model,reduction_method,percentage,reduction_ratio,representativeness,accuracy,f1,training_time,reduction_time
XGB,PHL_R1_k=3,0.1,0.0993485342019544,5.0549640684129855,0.7402597402597403,0.7395766925921202,0.015572071075439453,0.13086986541748047
KNN,PHL_R1_k=3,0.2,0.2003257328990228,4.901265836603131,0.7467532467532467,0.7470507045484207,0.0005509853363037109,0.13088297843933105
RF,PHL_R1_k=3,0.2,0.2003257328990228,4.901265836603131,0.7012987012987013,0.7037878787878787,0.0731351375579834,0.13088297843933105
XGB,PHL_R1_k=3,0.2,0.2003257328990228,4.901265836603131,0.6688311688311688,0.6712271861838183,0.01912212371826172,0.13088297843933105
KNN,PHL_R1_k=3,0.3,0.30130293159609123,4.901265836603131,0.7207792207792207,0.7229921593557956,0.0005517005920410156,0.13088679313659668
RF,PHL_R1_k=3,0.3,0.30130293159609123,4.901265836603131,0.6623376623376623,0.659428746928747,0.07679891586303711,0.13088679313659668
XGB,PHL_R1_k=3,0.3,0.30130293159609123,4.901265836603131,0.6883116883116883,0.6875230033124771,0.02080368995666504,0.13088679313659668
KNN,PHL_R1_k=3,0.5,0.498371335504886,4.878538502002739,0.7272727272727273,0.729351441241685,0.0005955696105957031,0.13091707229614258
RF,PHL_R1_k=3,0.5,0.498371335504886,4.878538502002739,0.6753246753246753,0.6745031284504969,0.08454751968383789,0.13091707229614258
XGB,PHL_R1_k=3,0.5,0.498371335504886,4.878538502002739,0.7207792207792207,0.722513511333387,0.026740074157714844,0.13091707229614258
KNN,PHL_R1_k=3,0.75,0.750814332247557,2.9567911168131316,0.6688311688311688,0.6664162283996994,0.0006749629974365234,0.13092279434204102
RF,PHL_R1_k=3,0.75,0.750814332247557,2.9567911168131316,0.7337662337662337,0.7326781326781325,0.09660696983337402,0.13092279434204102
XGB,PHL_R1_k=3,0.75,0.750814332247557,2.9567911168131316,0.7597402597402597,0.7605206278715437,0.03446817398071289,0.13092279434204102
KNN,PHL_R1_k=3,0.9,0.8990228013029316,3.3054084100618417,0.7272727272727273,0.7248065764023212,0.0007467269897460938,0.1309337615966797
RF,PHL_R1_k=3,0.9,0.8990228013029316,3.3054084100618417,0.7857142857142857,0.7815724262221222,0.10500025749206543,0.1309337615966797
XGB,PHL_R1_k=3,0.9,0.8990228013029316,3.3054084100618417,0.7532467532467533,0.7538036616161616,0.038491249084472656,0.1309337615966797
