model,reduction_method,mode,dimensions,max_dimension,percentage,k,reduction_ratio,representativeness,accuracy,f1,training_time,reduction_time
KNN,PHL,vital,restrictedDim,1,0.1,2,0.1,14.484457058163049,0.8939393939393939,0.8933635067929646,0.0004820823669433594,1.3122444152832031
RF,PHL,vital,restrictedDim,1,0.1,2,0.1,14.484457058163049,0.8810835629017447,0.8793677935133006,0.1837139129638672,1.3122444152832031
XGB,PHL,vital,restrictedDim,1,0.1,2,0.1,14.484457058163049,0.8774104683195593,0.8748661095575988,0.13466119766235352,1.3122444152832031
KNN,PHL,vital,restrictedDim,1,0.2,2,0.20011481056257174,14.484457058163049,0.9008264462809917,0.9001551152368902,0.0005080699920654297,1.3123862743377686
RF,PHL,vital,restrictedDim,1,0.2,2,0.20011481056257174,14.484457058163049,0.8925619834710744,0.8912008902549462,0.3447279930114746,1.3123862743377686
XGB,PHL,vital,restrictedDim,1,0.2,2,0.20011481056257174,14.484457058163049,0.9022038567493113,0.9014247528765233,0.1890242099761963,1.3123862743377686
KNN,PHL,vital,restrictedDim,1,0.3,2,0.29988518943742826,14.484457058163049,0.9012855831037649,0.9008575475664268,0.0005350112915039062,1.3124816417694092
RF,PHL,vital,restrictedDim,1,0.3,2,0.29988518943742826,14.484457058163049,0.8925619834710744,0.8917382013955532,0.5304892063140869,1.3124816417694092
XGB,PHL,vital,restrictedDim,1,0.3,2,0.29988518943742826,14.484457058163049,0.8948576675849403,0.8943403102279044,0.23785161972045898,1.3124816417694092
KNN,PHL,vital,restrictedDim,1,0.5,2,0.5,14.484457058163049,0.9095500459136823,0.9096727955927738,0.0006177425384521484,1.3127999305725098
RF,PHL,vital,restrictedDim,1,0.5,2,0.5,14.484457058163049,0.9104683195592287,0.9104991727977493,1.0291242599487305,1.3127999305725098
XGB,PHL,vital,restrictedDim,1,0.5,2,0.5,14.484457058163049,0.9224058769513315,0.9223058869124261,0.31761932373046875,1.3127999305725098
KNN,PHL,vital,restrictedDim,1,0.75,2,0.7499425947187142,2.0655670536696245,0.9178145087235996,0.9178818499162634,0.00070953369140625,1.3130745887756348
RF,PHL,vital,restrictedDim,1,0.75,2,0.7499425947187142,2.0655670536696245,0.9191919191919192,0.9190597539794533,1.7622804641723633,1.3130745887756348
XGB,PHL,vital,restrictedDim,1,0.75,2,0.7499425947187142,2.0655670536696245,0.9237832874196511,0.9239140619401001,0.42195582389831543,1.3130745887756348
KNN,PHL,vital,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9182736455463728,0.9182711816693061,0.0007500648498535156,1.3132123947143555
RF,PHL,vital,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9168962350780533,0.9167826327489952,2.2383482456207275,1.3132123947143555
XGB,PHL,vital,restrictedDim,1,0.9,2,0.9001148105625718,10.839643468651897,0.9265381083562901,0.9266339476335667,0.4635598659515381,1.3132123947143555
KNN,PHL,representative,restrictedDim,1,0.05,3,0.04994259471871412,14.323522352121566,0.8943985307621671,0.8946301824252263,0.00046753883361816406,1.7738192081451416
RF,PHL,representative,restrictedDim,1,0.05,3,0.04994259471871412,14.323522352121566,0.8943985307621671,0.8943602378809846,0.11921191215515137,1.7738192081451416
XGB,PHL,representative,restrictedDim,1,0.05,3,0.04994259471871412,14.323522352121566,0.8999081726354453,0.8994023584721969,0.11006999015808105,1.7738192081451416
KNN,PHL,representative,restrictedDim,1,0.1,3,0.1,14.323522352121566,0.9026629935720845,0.9026903130163118,0.000484466552734375,1.7738792896270752
RF,PHL,representative,restrictedDim,1,0.1,3,0.1,14.323522352121566,0.9035812672176309,0.9031038896601261,0.19559645652770996,1.7738792896270752
XGB,PHL,representative,restrictedDim,1,0.1,3,0.1,14.323522352121566,0.9127640036730946,0.9125984662293638,0.15001177787780762,1.7738792896270752
KNN,PHL,representative,restrictedDim,1,0.2,3,0.20011481056257174,14.323522352121566,0.9090909090909091,0.9087437571188527,0.0005047321319580078,1.77400803565979
RF,PHL,representative,restrictedDim,1,0.2,3,0.20011481056257174,14.323522352121566,0.9132231404958677,0.912738223108915,0.3495981693267822,1.77400803565979
XGB,PHL,representative,restrictedDim,1,0.2,3,0.20011481056257174,14.323522352121566,0.9109274563820018,0.910552609980369,0.20682477951049805,1.77400803565979
KNN,PHL,representative,restrictedDim,1,0.3,3,0.29988518943742826,14.323522352121566,0.9077134986225895,0.9073920595099193,0.0005562305450439453,1.7741448879241943
RF,PHL,representative,restrictedDim,1,0.3,3,0.29988518943742826,14.323522352121566,0.9031221303948577,0.902505777837689,0.5613353252410889,1.7741448879241943
XGB,PHL,representative,restrictedDim,1,0.3,3,0.29988518943742826,14.323522352121566,0.9072543617998163,0.9066598153983151,0.26128101348876953,1.7741448879241943
KNN,PHL,representative,restrictedDim,1,0.5,3,0.5,14.323522352121566,0.9095500459136823,0.9093346959244044,0.0006213188171386719,1.7744126319885254
RF,PHL,representative,restrictedDim,1,0.5,3,0.5,14.323522352121566,0.9067952249770431,0.9064841400249302,0.9855916500091553,1.7744126319885254
XGB,PHL,representative,restrictedDim,1,0.5,3,0.5,14.323522352121566,0.9109274563820018,0.910534523712071,0.30876660346984863,1.7744126319885254
KNN,PHL,representative,restrictedDim,1,0.75,3,0.7499425947187142,12.627460146117182,0.921028466483012,0.9211561589556848,0.0007047653198242188,1.774756669998169
RF,PHL,representative,restrictedDim,1,0.75,3,0.7499425947187142,12.627460146117182,0.918732782369146,0.9187025875133197,1.7590296268463135,1.774756669998169
XGB,PHL,representative,restrictedDim,1,0.75,3,0.7499425947187142,12.627460146117182,0.9269972451790633,0.927162237649074,0.40799736976623535,1.774756669998169
KNN,PHL,representative,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.9173553719008265,0.9174674396505245,0.0007579326629638672,1.774928331375122
RF,PHL,representative,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.9182736455463728,0.9180434150830511,2.2190492153167725,1.774928331375122
XGB,PHL,representative,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.9251606978879706,0.9251865772593489,0.46259188652038574,1.774928331375122
KNN,PHL,vital,restrictedDim,1,0.05,3,0.04994259471871412,14.484457058163049,0.8957759412304866,0.8962103037140566,0.0004582405090332031,1.773848295211792
RF,PHL,vital,restrictedDim,1,0.05,3,0.04994259471871412,14.484457058163049,0.8842975206611571,0.8844937795812352,0.11560416221618652,1.773848295211792
XGB,PHL,vital,restrictedDim,1,0.05,3,0.04994259471871412,14.484457058163049,0.8976124885215794,0.8982639246262312,0.10581278800964355,1.773848295211792
KNN,PHL,vital,restrictedDim,1,0.1,3,0.1,14.484457058163049,0.9017447199265382,0.901477553875776,0.0004668235778808594,1.7739086151123047
RF,PHL,vital,restrictedDim,1,0.1,3,0.1,14.484457058163049,0.8865932047750229,0.88551084999534,0.18134450912475586,1.7739086151123047
XGB,PHL,vital,restrictedDim,1,0.1,3,0.1,14.484457058163049,0.9035812672176309,0.9031878501073376,0.13234257698059082,1.7739086151123047
KNN,PHL,vital,restrictedDim,1,0.2,3,0.20011481056257174,14.484457058163049,0.9058769513314968,0.9054960570412688,0.000522613525390625,1.7740333080291748
RF,PHL,vital,restrictedDim,1,0.2,3,0.20011481056257174,14.484457058163049,0.898989898989899,0.898027230897864,0.3350071907043457,1.7740333080291748
XGB,PHL,vital,restrictedDim,1,0.2,3,0.20011481056257174,14.484457058163049,0.9008264462809917,0.9003081379061315,0.1714763641357422,1.7740333080291748
KNN,PHL,vital,restrictedDim,1,0.3,3,0.29988518943742826,14.484457058163049,0.8985307621671258,0.898214144033495,0.0005390644073486328,1.7741379737854004
RF,PHL,vital,restrictedDim,1,0.3,3,0.29988518943742826,14.484457058163049,0.9012855831037649,0.9005832004841051,0.5311450958251953,1.7741379737854004
XGB,PHL,vital,restrictedDim,1,0.3,3,0.29988518943742826,14.484457058163049,0.9058769513314968,0.9052149316162557,0.24256372451782227,1.7741379737854004
KNN,PHL,vital,restrictedDim,1,0.5,3,0.5,14.484457058163049,0.9118457300275482,0.9115983188680571,0.00061798095703125,1.7744581699371338
RF,PHL,vital,restrictedDim,1,0.5,3,0.5,14.484457058163049,0.9118457300275482,0.91170319184271,1.0129773616790771,1.7744581699371338
XGB,PHL,vital,restrictedDim,1,0.5,3,0.5,14.484457058163049,0.9118457300275482,0.9119252422259788,0.30393481254577637,1.7744581699371338
KNN,PHL,vital,restrictedDim,1,0.75,3,0.7499425947187142,13.00227846202046,0.9196510560146923,0.9196921090534882,0.0006945133209228516,1.7747478485107422
RF,PHL,vital,restrictedDim,1,0.75,3,0.7499425947187142,13.00227846202046,0.9224058769513315,0.9224478634363226,1.7340397834777832,1.7747478485107422
XGB,PHL,vital,restrictedDim,1,0.75,3,0.7499425947187142,13.00227846202046,0.9256198347107438,0.9257048939434088,0.4155158996582031,1.7747478485107422
KNN,PHL,vital,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.918732782369146,0.9188969926245126,0.0007648468017578125,1.7749919891357422
RF,PHL,vital,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.9237832874196511,0.923704843595156,2.226041555404663,1.7749919891357422
XGB,PHL,vital,restrictedDim,1,0.9,3,0.9001148105625718,10.839643468651897,0.9256198347107438,0.9256525784029288,0.4644348621368408,1.7749919891357422
KNN,PHL,representative,restrictedDim,1,0.05,5,0.04994259471871412,14.130276556301435,0.8732782369146006,0.8740474805331762,0.0004558563232421875,2.916008949279785
RF,PHL,representative,restrictedDim,1,0.05,5,0.04994259471871412,14.130276556301435,0.869605142332415,0.870092711558422,0.12048530578613281,2.916008949279785
XGB,PHL,representative,restrictedDim,1,0.05,5,0.04994259471871412,14.130276556301435,0.8764921946740128,0.8759642719988824,0.11423325538635254,2.916008949279785
KNN,PHL,representative,restrictedDim,1,0.1,5,0.1,14.130276556301435,0.8723599632690542,0.8728022049254693,0.00046896934509277344,2.9160492420196533
RF,PHL,representative,restrictedDim,1,0.1,5,0.1,14.130276556301435,0.8769513314967861,0.8771386456797177,0.18560481071472168,2.9160492420196533
XGB,PHL,representative,restrictedDim,1,0.1,5,0.1,14.130276556301435,0.8962350780532599,0.896084046131053,0.13888335227966309,2.9160492420196533
KNN,PHL,representative,restrictedDim,1,0.2,5,0.20011481056257174,14.130276556301435,0.8939393939393939,0.8940320815528253,0.0005102157592773438,2.9161665439605713
RF,PHL,representative,restrictedDim,1,0.2,5,0.20011481056257174,14.130276556301435,0.9044995408631772,0.904052752984569,0.35561108589172363,2.9161665439605713
XGB,PHL,representative,restrictedDim,1,0.2,5,0.20011481056257174,14.130276556301435,0.9067952249770431,0.9061942160554075,0.20977234840393066,2.9161665439605713
KNN,PHL,representative,restrictedDim,1,0.3,5,0.29988518943742826,14.130276556301435,0.9008264462809917,0.9007127823341552,0.0005500316619873047,2.916278839111328
RF,PHL,representative,restrictedDim,1,0.3,5,0.29988518943742826,14.130276556301435,0.90633608815427,0.9059302612031869,0.5464990139007568,2.916278839111328
XGB,PHL,representative,restrictedDim,1,0.3,5,0.29988518943742826,14.130276556301435,0.9159779614325069,0.915615198644318,0.25618410110473633,2.916278839111328
KNN,PHL,representative,restrictedDim,1,0.5,5,0.5,14.130276556301435,0.90633608815427,0.9061482799352837,0.0006186962127685547,2.9165871143341064
RF,PHL,representative,restrictedDim,1,0.5,5,0.5,14.130276556301435,0.9173553719008265,0.9167667588263759,0.9770605564117432,2.9165871143341064
XGB,PHL,representative,restrictedDim,1,0.5,5,0.5,14.130276556301435,0.918732782369146,0.918306987799657,0.31325316429138184,2.9165871143341064
KNN,PHL,representative,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.9168962350780533,0.9170070136597691,0.0007054805755615234,2.9168922901153564
RF,PHL,representative,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.9155188246097337,0.915400583693685,1.6980652809143066,2.9168922901153564
XGB,PHL,representative,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.9182736455463728,0.9183620732447153,0.39363527297973633,2.9168922901153564
KNN,PHL,representative,restrictedDim,1,0.9,5,0.9001148105625718,1.9514928127740054,0.9150596877869606,0.9151565754866793,0.0007495880126953125,2.9170825481414795
RF,PHL,representative,restrictedDim,1,0.9,5,0.9001148105625718,1.9514928127740054,0.9182736455463728,0.9179657463327082,2.2151577472686768,2.9170825481414795
XGB,PHL,representative,restrictedDim,1,0.9,5,0.9001148105625718,1.9514928127740054,0.9233241505968779,0.9233241817596977,0.45786571502685547,2.9170825481414795
KNN,PHL,vital,restrictedDim,1,0.05,5,0.04994259471871412,14.484457058163049,0.8948576675849403,0.8952932309601432,0.0004570484161376953,2.916030168533325
RF,PHL,vital,restrictedDim,1,0.05,5,0.04994259471871412,14.484457058163049,0.8847566574839302,0.8845410303191154,0.11333918571472168,2.916030168533325
XGB,PHL,vital,restrictedDim,1,0.05,5,0.04994259471871412,14.484457058163049,0.8810835629017447,0.8824760281084388,0.09087848663330078,2.916030168533325
KNN,PHL,vital,restrictedDim,1,0.1,5,0.1,14.484457058163049,0.9022038567493113,0.9027270895681351,0.0004811286926269531,2.9160804748535156
RF,PHL,vital,restrictedDim,1,0.1,5,0.1,14.484457058163049,0.8833792470156107,0.8835947729541006,0.1704416275024414,2.9160804748535156
XGB,PHL,vital,restrictedDim,1,0.1,5,0.1,14.484457058163049,0.8907254361799817,0.8907695576941851,0.11555171012878418,2.9160804748535156
KNN,PHL,vital,restrictedDim,1,0.2,5,0.20011481056257174,14.484457058163049,0.9058769513314968,0.9057769708298274,0.0005056858062744141,2.916206121444702
RF,PHL,vital,restrictedDim,1,0.2,5,0.20011481056257174,14.484457058163049,0.9031221303948577,0.9027281225874398,0.34128785133361816,2.916206121444702
XGB,PHL,vital,restrictedDim,1,0.2,5,0.20011481056257174,14.484457058163049,0.9012855831037649,0.9010758627505921,0.17362260818481445,2.916206121444702
KNN,PHL,vital,restrictedDim,1,0.3,5,0.29988518943742826,14.484457058163049,0.9017447199265382,0.9012432072776457,0.0005438327789306641,2.916285276412964
RF,PHL,vital,restrictedDim,1,0.3,5,0.29988518943742826,14.484457058163049,0.8971533516988063,0.8965462605549183,0.5374338626861572,2.916285276412964
XGB,PHL,vital,restrictedDim,1,0.3,5,0.29988518943742826,14.484457058163049,0.9058769513314968,0.9053550792775528,0.2411649227142334,2.916285276412964
KNN,PHL,vital,restrictedDim,1,0.5,5,0.5,14.190097931726552,0.9058769513314968,0.9056842745757062,0.0006258487701416016,2.916616201400757
RF,PHL,vital,restrictedDim,1,0.5,5,0.5,14.190097931726552,0.8999081726354453,0.8993012274458291,0.968510627746582,2.916616201400757
XGB,PHL,vital,restrictedDim,1,0.5,5,0.5,14.190097931726552,0.9067952249770431,0.9063766110737743,0.30243754386901855,2.916616201400757
KNN,PHL,vital,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.9219467401285583,0.9219836746509976,0.0007085800170898438,2.9169418811798096
RF,PHL,vital,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.9182736455463728,0.9182071960850378,1.7053039073944092,2.9169418811798096
XGB,PHL,vital,restrictedDim,1,0.75,5,0.7499425947187142,14.130276556301435,0.926078971533517,0.9260761175805604,0.39321064949035645,2.9169418811798096
KNN,PHL,vital,restrictedDim,1,0.9,5,0.9001148105625718,1.8252616113981417,0.9155188246097337,0.9156035895719549,0.0007648468017578125,2.9171183109283447
RF,PHL,vital,restrictedDim,1,0.9,5,0.9001148105625718,1.8252616113981417,0.918732782369146,0.9185679568562507,2.1973934173583984,2.9171183109283447
XGB,PHL,vital,restrictedDim,1,0.9,5,0.9001148105625718,1.8252616113981417,0.9265381083562901,0.9265838689872672,0.46443819999694824,2.9171183109283447
KNN,PHL,representative,restrictedDim,1,0.05,7,0.04994259471871412,14.130276556301435,0.8494031221303948,0.8494004467908469,0.00045943260192871094,4.551342725753784
RF,PHL,representative,restrictedDim,1,0.05,7,0.04994259471871412,14.130276556301435,0.869605142332415,0.869330101827945,0.12228703498840332,4.551342725753784
XGB,PHL,representative,restrictedDim,1,0.05,7,0.04994259471871412,14.130276556301435,0.8838383838383839,0.8837384606527106,0.11785292625427246,4.551342725753784
KNN,PHL,representative,restrictedDim,1,0.1,7,0.1,14.02753529002993,0.857208448117539,0.8580250781210479,0.00047135353088378906,4.551412343978882
RF,PHL,representative,restrictedDim,1,0.1,7,0.1,14.02753529002993,0.8898071625344353,0.8901836787731748,0.18808412551879883,4.551412343978882
XGB,PHL,representative,restrictedDim,1,0.1,7,0.1,14.02753529002993,0.8957759412304866,0.8959588217723682,0.14246034622192383,4.551412343978882
KNN,PHL,representative,restrictedDim,1,0.2,7,0.20011481056257174,14.02753529002993,0.8861340679522498,0.8863386707715116,0.0005199909210205078,4.551537752151489
RF,PHL,representative,restrictedDim,1,0.2,7,0.20011481056257174,14.02753529002993,0.8921028466483012,0.8923408110286982,0.3589944839477539,4.551537752151489
XGB,PHL,representative,restrictedDim,1,0.2,7,0.20011481056257174,14.02753529002993,0.8994490358126722,0.8995299974707575,0.20184564590454102,4.551537752151489
KNN,PHL,representative,restrictedDim,1,0.3,7,0.29988518943742826,14.02753529002993,0.898989898989899,0.8989415871724726,0.0005567073822021484,4.551657199859619
RF,PHL,representative,restrictedDim,1,0.3,7,0.29988518943742826,14.02753529002993,0.9086317722681359,0.9083791868090775,0.5485386848449707,4.551657199859619
XGB,PHL,representative,restrictedDim,1,0.3,7,0.29988518943742826,14.02753529002993,0.9072543617998163,0.9071075385936974,0.2627720832824707,4.551657199859619
KNN,PHL,representative,restrictedDim,1,0.5,7,0.5,14.02753529002993,0.90633608815427,0.9060883781947685,0.0006246566772460938,4.55193829536438
RF,PHL,representative,restrictedDim,1,0.5,7,0.5,14.02753529002993,0.9132231404958677,0.9126917421490833,1.0007026195526123,4.55193829536438
XGB,PHL,representative,restrictedDim,1,0.5,7,0.5,14.02753529002993,0.9095500459136823,0.9090261505964031,0.3247199058532715,4.55193829536438
KNN,PHL,representative,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9159779614325069,0.9160027108533647,0.0007064342498779297,4.552221775054932
RF,PHL,representative,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9155188246097337,0.9152498100326081,1.705873966217041,4.552221775054932
XGB,PHL,representative,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9233241505968779,0.9233157990298773,0.3971076011657715,4.552221775054932
KNN,PHL,representative,restrictedDim,1,0.9,7,0.9001148105625718,10.839643468651897,0.9168962350780533,0.9168331106628391,0.0007491111755371094,4.55246376991272
RF,PHL,representative,restrictedDim,1,0.9,7,0.9001148105625718,10.839643468651897,0.9173553719008265,0.9171878066249205,2.2017335891723633,4.55246376991272
XGB,PHL,representative,restrictedDim,1,0.9,7,0.9001148105625718,10.839643468651897,0.9205693296602387,0.9206518296756017,0.466876745223999,4.55246376991272
KNN,PHL,vital,restrictedDim,1,0.05,7,0.04994259471871412,14.617091789360918,0.8957759412304866,0.8962788032812661,0.0004627704620361328,4.551379680633545
RF,PHL,vital,restrictedDim,1,0.05,7,0.04994259471871412,14.617091789360918,0.8865932047750229,0.8867104372010148,0.1120309829711914,4.551379680633545
XGB,PHL,vital,restrictedDim,1,0.05,7,0.04994259471871412,14.617091789360918,0.871900826446281,0.8698606669487321,0.0868082046508789,4.551379680633545
KNN,PHL,vital,restrictedDim,1,0.1,7,0.1,14.323522352121566,0.8962350780532599,0.8967738529374208,0.000476837158203125,4.55143928527832
RF,PHL,vital,restrictedDim,1,0.1,7,0.1,14.323522352121566,0.8815426997245179,0.8808910096937117,0.17151784896850586,4.55143928527832
XGB,PHL,vital,restrictedDim,1,0.1,7,0.1,14.323522352121566,0.8943985307621671,0.8941843881802392,0.11143660545349121,4.55143928527832
KNN,PHL,vital,restrictedDim,1,0.2,7,0.20011481056257174,14.323522352121566,0.9031221303948577,0.9034166014449196,0.0005116462707519531,4.551542520523071
RF,PHL,vital,restrictedDim,1,0.2,7,0.20011481056257174,14.323522352121566,0.8953168044077136,0.8948430316576736,0.32590818405151367,4.551542520523071
XGB,PHL,vital,restrictedDim,1,0.2,7,0.20011481056257174,14.323522352121566,0.9067952249770431,0.9066766230101291,0.15996432304382324,4.551542520523071
KNN,PHL,vital,restrictedDim,1,0.3,7,0.29988518943742826,14.323522352121566,0.9109274563820018,0.9107109435475966,0.0005528926849365234,4.551670551300049
RF,PHL,vital,restrictedDim,1,0.3,7,0.29988518943742826,14.323522352121566,0.9017447199265382,0.9011729046556517,0.5285067558288574,4.551670551300049
XGB,PHL,vital,restrictedDim,1,0.3,7,0.29988518943742826,14.323522352121566,0.9118457300275482,0.9116169998575624,0.22597956657409668,4.551670551300049
KNN,PHL,vital,restrictedDim,1,0.5,7,0.5,14.323522352121566,0.9104683195592287,0.9101811902767566,0.000629425048828125,4.55200457572937
RF,PHL,vital,restrictedDim,1,0.5,7,0.5,14.323522352121566,0.9044995408631772,0.9036214272355038,0.967822790145874,4.55200457572937
XGB,PHL,vital,restrictedDim,1,0.5,7,0.5,14.323522352121566,0.9118457300275482,0.911420937958697,0.2994523048400879,4.55200457572937
KNN,PHL,vital,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9109274563820018,0.9109991796622771,0.0007102489471435547,4.552301645278931
RF,PHL,vital,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9109274563820018,0.910681671496729,1.7121338844299316,4.552301645278931
XGB,PHL,vital,restrictedDim,1,0.75,7,0.7499425947187142,14.02753529002993,0.9168962350780533,0.9168560861754946,0.3929309844970703,4.552301645278931
KNN,PHL,vital,restrictedDim,1,0.9,7,0.9001148105625718,1.67476161911725,0.9196510560146923,0.9197016513305795,0.0007610321044921875,4.552477121353149
RF,PHL,vital,restrictedDim,1,0.9,7,0.9001148105625718,1.67476161911725,0.9164370982552801,0.916198317465221,2.21089768409729,4.552477121353149
XGB,PHL,vital,restrictedDim,1,0.9,7,0.9001148105625718,1.67476161911725,0.9256198347107438,0.9255841426607848,0.4666740894317627,4.552477121353149
KNN,PHL,representative,restrictedDim,1,0.05,10,0.04994259471871412,13.727648022127932,0.8452708907254362,0.8461332879257278,0.0004711151123046875,7.431121110916138
RF,PHL,representative,restrictedDim,1,0.05,10,0.04994259471871412,13.727648022127932,0.8654729109274564,0.8658220451343471,0.1201012134552002,7.431121110916138
XGB,PHL,representative,restrictedDim,1,0.05,10,0.04994259471871412,13.727648022127932,0.8581267217630854,0.8562960757875862,0.1115427017211914,7.431121110916138
KNN,PHL,representative,restrictedDim,1,0.1,10,0.1,13.727648022127932,0.8370064279155188,0.8385978255460009,0.0004820823669433594,7.431188106536865
RF,PHL,representative,restrictedDim,1,0.1,10,0.1,13.727648022127932,0.8668503213957759,0.8670766367575041,0.18608570098876953,7.431188106536865
XGB,PHL,representative,restrictedDim,1,0.1,10,0.1,13.727648022127932,0.8884297520661157,0.8886645701431233,0.14729022979736328,7.431188106536865
KNN,PHL,representative,restrictedDim,1,0.2,10,0.20011481056257174,13.727648022127932,0.8659320477502296,0.8667851377713011,0.0005056858062744141,7.43129563331604
RF,PHL,representative,restrictedDim,1,0.2,10,0.20011481056257174,13.727648022127932,0.8861340679522498,0.8866753257460137,0.3495485782623291,7.43129563331604
XGB,PHL,representative,restrictedDim,1,0.2,10,0.20011481056257174,13.727648022127932,0.8865932047750229,0.8872242515893478,0.19901013374328613,7.43129563331604
KNN,PHL,representative,restrictedDim,1,0.3,10,0.29988518943742826,13.727648022127932,0.8865932047750229,0.8871294784761321,0.0005526542663574219,7.431425333023071
RF,PHL,representative,restrictedDim,1,0.3,10,0.29988518943742826,13.727648022127932,0.8948576675849403,0.8953156183741801,0.5327854156494141,7.431425333023071
XGB,PHL,representative,restrictedDim,1,0.3,10,0.29988518943742826,13.727648022127932,0.8999081726354453,0.8999798363036581,0.2390456199645996,7.431425333023071
KNN,PHL,representative,restrictedDim,1,0.5,10,0.5,13.727648022127932,0.90633608815427,0.9064897388986122,0.0006275177001953125,7.43171501159668
RF,PHL,representative,restrictedDim,1,0.5,10,0.5,13.727648022127932,0.9095500459136823,0.9092217530023177,1.0243120193481445,7.43171501159668
XGB,PHL,representative,restrictedDim,1,0.5,10,0.5,13.727648022127932,0.9141414141414141,0.9136744428599922,0.3232243061065674,7.43171501159668
KNN,PHL,representative,restrictedDim,1,0.75,10,0.7499425947187142,13.727648022127932,0.9118457300275482,0.9116961270406561,0.0007040500640869141,7.432032823562622
RF,PHL,representative,restrictedDim,1,0.75,10,0.7499425947187142,13.727648022127932,0.9127640036730946,0.9121285911685467,1.6616251468658447,7.432032823562622
XGB,PHL,representative,restrictedDim,1,0.75,10,0.7499425947187142,13.727648022127932,0.9168962350780533,0.9165090504009724,0.3913247585296631,7.432032823562622
KNN,PHL,representative,restrictedDim,1,0.9,10,0.9001148105625718,10.839643468651897,0.9191919191919192,0.9192242503962185,0.0007739067077636719,7.432264804840088
RF,PHL,representative,restrictedDim,1,0.9,10,0.9001148105625718,10.839643468651897,0.9182736455463728,0.9180781343130359,2.170281410217285,7.432264804840088
XGB,PHL,representative,restrictedDim,1,0.9,10,0.9001148105625718,10.839643468651897,0.9224058769513315,0.9224132116603289,0.4642903804779053,7.432264804840088
KNN,PHL,vital,restrictedDim,1,0.05,10,0.04994259471871412,14.272197217270232,0.8911845730027548,0.8918108479831954,0.00045800209045410156,7.431179046630859
RF,PHL,vital,restrictedDim,1,0.05,10,0.04994259471871412,14.272197217270232,0.8888888888888888,0.8887454781330787,0.11413097381591797,7.431179046630859
XGB,PHL,vital,restrictedDim,1,0.05,10,0.04994259471871412,14.272197217270232,0.8810835629017447,0.880411194401096,0.0930171012878418,7.431179046630859
KNN,PHL,vital,restrictedDim,1,0.1,10,0.1,14.272197217270232,0.8953168044077136,0.8956183162918204,0.0004742145538330078,7.431207656860352
RF,PHL,vital,restrictedDim,1,0.1,10,0.1,14.272197217270232,0.891643709825528,0.8915759056229013,0.17386126518249512,7.431207656860352
XGB,PHL,vital,restrictedDim,1,0.1,10,0.1,14.272197217270232,0.8957759412304866,0.8960766639698284,0.1154329776763916,7.431207656860352
KNN,PHL,vital,restrictedDim,1,0.2,10,0.20011481056257174,14.22055794520672,0.9040404040404041,0.9043391355539431,0.0005099773406982422,7.4313178062438965
RF,PHL,vital,restrictedDim,1,0.2,10,0.20011481056257174,14.22055794520672,0.8925619834710744,0.8927203992932102,0.3299984931945801,7.4313178062438965
XGB,PHL,vital,restrictedDim,1,0.2,10,0.20011481056257174,14.22055794520672,0.8930211202938476,0.8940845733499756,0.1620025634765625,7.4313178062438965
KNN,PHL,vital,restrictedDim,1,0.3,10,0.29988518943742826,14.22055794520672,0.911386593204775,0.9117099548756037,0.0005526542663574219,7.431454420089722
RF,PHL,vital,restrictedDim,1,0.3,10,0.29988518943742826,14.22055794520672,0.8999081726354453,0.899461046698386,0.5074872970581055,7.431454420089722
XGB,PHL,vital,restrictedDim,1,0.3,10,0.29988518943742826,14.22055794520672,0.9026629935720845,0.9029281357409379,0.2141118049621582,7.431454420089722
KNN,PHL,vital,restrictedDim,1,0.5,10,0.5,14.22055794520672,0.9109274563820018,0.9108345649123064,0.0006082057952880859,7.4317426681518555
RF,PHL,vital,restrictedDim,1,0.5,10,0.5,14.22055794520672,0.9086317722681359,0.9081932650810778,0.9744365215301514,7.4317426681518555
XGB,PHL,vital,restrictedDim,1,0.5,10,0.5,14.22055794520672,0.9155188246097337,0.9152410247915158,0.28995537757873535,7.4317426681518555
KNN,PHL,vital,restrictedDim,1,0.75,10,0.7499425947187142,14.190097931726552,0.9104683195592287,0.9103335558361373,0.0007059574127197266,7.432107925415039
