model,reduction_method,percentage,reduction_ratio,representativeness,accuracy,f1,training_time,reduction_time
RF,PHL_V0_k=3,0.05,0.050006188884762964,6.4470982564676005,0.7172360138623665,0.7154296108862566,0.2170088291168213,92.36170983314514
XGB,PHL_V0_k=3,0.05,0.050006188884762964,6.4470982564676005,0.7045052691137987,0.7031921244915956,0.050551414489746094,92.36170983314514
KNN,PHL_R0_k=3,0.1,0.09999469524163174,7.273571668793818,0.6842775302355187,0.6738085568240473,0.0006666183471679688,92.36216878890991
RF,PHL_R0_k=3,0.1,0.09999469524163174,7.273571668793818,0.6970790013438009,0.6802281674569907,0.3066244125366211,92.36216878890991
XGB,PHL_R0_k=3,0.1,0.09999469524163174,7.273571668793818,0.7027371101209421,0.6913137307585514,0.0457613468170166,92.36216878890991
KNN,PHL_V0_k=3,0.1,0.09999469524163174,6.4470982564676005,0.6431855152415306,0.6431728420744444,0.0007035732269287109,92.36224699020386
RF,PHL_V0_k=3,0.1,0.09999469524163174,6.4470982564676005,0.7234599335172218,0.7226148652754814,0.3778040409088135,92.36224699020386
XGB,PHL_V0_k=3,0.1,0.09999469524163174,6.4470982564676005,0.7081123134592262,0.7074086390636759,0.0484464168548584,92.36224699020386
KNN,PHL_R0_k=3,0.2,0.19998939048326347,7.133695290547783,0.7019591201640851,0.6953848883637084,0.000965118408203125,92.36336255073547
RF,PHL_R0_k=3,0.2,0.19998939048326347,7.133695290547783,0.7118608105240823,0.7011647467768948,0.6180109977722168,92.36336255073547
XGB,PHL_R0_k=3,0.2,0.19998939048326347,7.133695290547783,0.7158214866680812,0.7078392484322873,0.054933786392211914,92.36336255073547
KNN,PHL_V0_k=3,0.2,0.19998939048326347,6.4470982564676005,0.6501166984935285,0.6496920610040939,0.0009582042694091797,92.3633713722229
RF,PHL_V0_k=3,0.2,0.19998939048326347,6.4470982564676005,0.730674022208077,0.730666420837099,0.7223529815673828,92.3633713722229
XGB,PHL_V0_k=3,0.2,0.19998939048326347,6.4470982564676005,0.7269962515029351,0.726961354457279,0.056589603424072266,92.3633713722229
KNN,PHL_R0_k=3,0.3,0.3000017682527894,7.133695290547783,0.7096682933729401,0.7042936131279164,0.0012485980987548828,92.36441135406494
RF,PHL_R0_k=3,0.3,0.3000017682527894,7.133695290547783,0.7195699837329372,0.7116722374097411,0.9435107707977295,92.36441135406494
XGB,PHL_R0_k=3,0.3,0.3000017682527894,7.133695290547783,0.7249451870712215,0.7184710216707713,0.062165021896362305,92.36441135406494
KNN,PHL_V0_k=3,0.3,0.3000017682527894,6.4470982564676005,0.6720418700049509,0.6713030965058397,0.001241445541381836,92.36433100700378
RF,PHL_V0_k=3,0.3,0.3000017682527894,6.4470982564676005,0.7321592757620765,0.731948771190122,1.0835251808166504,92.36433100700378
XGB,PHL_V0_k=3,0.3,0.3000017682527894,6.4470982564676005,0.7350590565103614,0.7349587109393702,0.06427240371704102,92.36433100700378
KNN,PHL_R0_k=3,0.5,0.5000088412639471,6.574189777563642,0.7086073979772262,0.7051032287859194,0.0018067359924316406,92.36645936965942
RF,PHL_R0_k=3,0.5,0.5000088412639471,6.574189777563642,0.7262182615460783,0.7210300922714232,1.6351425647735596,92.36645936965942
XGB,PHL_R0_k=3,0.5,0.5000088412639471,6.574189777563642,0.7294009477332202,0.7241805424685666,0.07889151573181152,92.36645936965942
KNN,PHL_V0_k=3,0.5,0.5000088412639471,6.4470982564676005,0.6981398967395148,0.6968639074290783,0.0018351078033447266,92.36621451377869
RF,PHL_V0_k=3,0.5,0.5000088412639471,6.4470982564676005,0.7364028573449325,0.7347073989891274,1.7708570957183838,92.36621451377869
XGB,PHL_V0_k=3,0.5,0.5000088412639471,6.4470982564676005,0.7406464389277884,0.7388014526682938,0.07880592346191406,92.36621451377869
KNN,PHL_R0_k=3,0.75,0.7499867381040793,4.816519920726658,0.7030200155597991,0.7024058684327303,0.0023627281188964844,92.36833691596985
RF,PHL_R0_k=3,0.75,0.7499867381040793,4.816519920726658,0.7376759318197892,0.7364448694131449,2.8863272666931152,92.36833691596985
XGB,PHL_R0_k=3,0.75,0.7499867381040793,4.816519920726658,0.7434047669566447,0.7424175381514593,0.10616326332092285,92.36833691596985
KNN,PHL_V0_k=3,0.75,0.7499867381040793,5.455178751595364,0.7029492892000849,0.7023521273523017,0.002382993698120117,92.36836504936218
RF,PHL_V0_k=3,0.75,0.7499867381040793,5.455178751595364,0.738666100855789,0.7374600004676762,2.8746182918548584,92.36836504936218
XGB,PHL_V0_k=3,0.75,0.7499867381040793,5.455178751595364,0.7407878916472169,0.7395965946131,0.10556864738464355,92.36836504936218
KNN,PHL_R0_k=3,0.9,0.9000053047583683,4.816519920726658,0.7002616875309428,0.70015306881234,0.002740144729614258,92.37012958526611
RF,PHL_R0_k=3,0.9,0.9000053047583683,4.816519920726658,0.7390197326543603,0.7386165714814289,3.634068489074707,92.37012958526611
XGB,PHL_R0_k=3,0.9,0.9000053047583683,4.816519920726658,0.748001980338072,0.7474343180613127,0.12216591835021973,92.37012958526611
KNN,PHL_V0_k=3,0.9,0.9000053047583683,4.132580703238683,0.6993422448546573,0.6992733499020611,0.0027756690979003906,92.37012577056885
RF,PHL_V0_k=3,0.9,0.9000053047583683,4.132580703238683,0.737888110898932,0.7374534521213097,3.605621337890625,92.37012577056885
XGB,PHL_V0_k=3,0.9,0.9000053047583683,4.132580703238683,0.7446071150717872,0.744098561207272,0.12082791328430176,92.37012577056885
KNN,PHL_R1_k=3,0.05,0.050006188884762964,7.413448047039853,0.6211188910106796,0.6161275968329488,0.0005881786346435547,534.0545661449432
RF,PHL_R1_k=3,0.05,0.050006188884762964,7.413448047039853,0.7182969092580805,0.7174626055864813,0.2075512409210205,534.0545661449432
XGB,PHL_R1_k=3,0.05,0.050006188884762964,7.413448047039853,0.6742343871560931,0.6732467802014459,0.04095053672790527,534.0545661449432
KNN,PHL_R1_k=3,0.1,0.09999469524163174,6.714066155809678,0.6340618148383903,0.6292833357317934,0.0006821155548095703,534.0549967288971
RF,PHL_R1_k=3,0.1,0.09999469524163174,6.714066155809678,0.7058490699483697,0.7044455871070214,0.361492395401001,534.0549967288971
XGB,PHL_R1_k=3,0.1,0.09999469524163174,6.714066155809678,0.6747294716740929,0.6724234028379363,0.04537773132324219,534.0549967288971
KNN,PHL_R1_k=3,0.2,0.19998939048326347,6.714066155809678,0.6564113445080981,0.6530617052389425,0.0009667873382568359,534.0560879707336
RF,PHL_R1_k=3,0.2,0.19998939048326347,6.714066155809678,0.7070514180635122,0.7058346923433624,0.6800558567047119,534.0560879707336
XGB,PHL_R1_k=3,0.2,0.19998939048326347,6.714066155809678,0.6953815687106585,0.6941079768854347,0.054067373275756836,534.0560879707336
KNN,PHL_R1_k=3,0.3,0.3000017682527894,6.714066155809678,0.6776999787820921,0.6718728645176687,0.0012652873992919922,534.0571208000183
RF,PHL_R1_k=3,0.3,0.3000017682527894,6.714066155809678,0.7165994766249382,0.7121585570020341,1.0325965881347656,534.0571208000183
XGB,PHL_R1_k=3,0.3,0.3000017682527894,6.714066155809678,0.7216917745243653,0.7167466071654064,0.06106400489807129,534.0571208000183
KNN,PHL_R1_k=3,0.5,0.5000088412639471,5.734931508087435,0.7010396774877997,0.6970515896077347,0.001834869384765625,534.0589559078217
RF,PHL_R1_k=3,0.5,0.5000088412639471,5.734931508087435,0.720843058207794,0.7152926010407723,1.690638780593872,534.0589559078217
XGB,PHL_R1_k=3,0.5,0.5000088412639471,5.734931508087435,0.722681943560365,0.717281339639652,0.0826716423034668,534.0589559078217
KNN,PHL_R1_k=3,0.75,0.7499867381040793,4.132580703238683,0.7025249310417992,0.7021445471918755,0.002375364303588867,534.0609505176544
RF,PHL_R1_k=3,0.75,0.7499867381040793,4.132580703238683,0.7379588372586463,0.7372108719652538,2.9327785968780518,534.0609505176544
XGB,PHL_R1_k=3,0.75,0.7499867381040793,4.132580703238683,0.7450314732300728,0.7442201249394644,0.10504698753356934,534.0609505176544
KNN,PHL_R1_k=3,0.9,0.9000053047583683,4.816519920726658,0.696583916825801,0.6965042770685753,0.002727508544921875,534.0626413822174
RF,PHL_R1_k=3,0.9,0.9000053047583683,4.816519920726658,0.7410000707263598,0.740681885202634,3.623314142227173,534.0626413822174
XGB,PHL_R1_k=3,0.9,0.9000053047583683,4.816519920726658,0.7476483485395007,0.7472641228536276,0.12064647674560547,534.0626413822174
