delta,k,time_PHL,time_MY_PHL,equal
0.05,N/A,40.0562481880188,3.3512580394744873,1.0
0.1,N/A,39.85499310493469,2.7255985736846924,1.0
0.25,N/A,40.7917914390564,3.032667636871338,1.0
